serial_no,region,dealer_name,state,city,location,phone,district,status,latitude,longitude,wall_number,painting_type,wall_tenure_months,rented_or_free,rent_amount,execution_date,remarks,plan_sqft,actual_sqft,size,source_file,source_sheet
29,North,Aggarwal Traders,PB,Bathinda road under fly over Rampura phul  PIN code:-151103,,"9463417988, 9876860136",,Done,30.26594,75.223375,Uaa@4Aggarwal Traders 03/06/2025,,,Free,Free,2025-06-03 00:00:00,,,264,"15x16
12x1 2pcs",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
29,North,Aggarwal Traders,PB,Bathinda road under fly over Rampura phul  PIN code:-151103,,"9463417988, 9876860136",,Done,30.265898,75.223554,Uaa@5Aggarwal Traders 19/06/2025,,,Free,Free,2025-06-19 00:00:00,,,250,25x10,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
29,North,Aggarwal Traders,PB,Bathinda road under fly over Rampura phul  PIN code:-151103,,"9463417988, 9876860136",,Done,30.266024,75.223457,Uaa@6Aggarwal Traders 07/06/2025,,,Free,Free,07/06/2025,,,711,79x9,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
29,North,Aggarwal Traders,PB,Bathinda road under fly over Rampura phul  PIN code:-151103,,"9463417988, 9876860136",,Done,30.184982,75.106361,Uaa@7Aggarwal Traders14/06/2025,,,Free,Free,2025-06-14 00:00:00,,,957,87x11,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
29,North,Aggarwal Traders,PB,Bathinda road under fly over Rampura phul  PIN code:-151103,,"9463417988, 9876860136",,Done,30.24069,75.159945,Uaa@8Aggarwal Traders14/06/2025,,,Free,Free,2025-06-14 00:00:00,,,1095,73x15,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
29,North,Aggarwal Traders,PB,Bathinda road under fly over Rampura phul  PIN code:-151103,,"9463417988, 9876860136",,Done,30.288975,75.209003,Uaa@9Aggarwal Traders15/06/2025,,,Free,Free,2025-06-15 00:00:00,,,616,77x8,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
29,North,Aggarwal Traders,PB,Bathinda road under fly over Rampura phul  PIN code:-151103,,"9463417988, 9876860136",,Done,30.289353,75.320148,Uaa@10Aggarwal Traders17/06/2025,,,Free,Free,2025-06-17 00:00:00,,,540,45x12,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
29,North,Aggarwal Traders,PB,Bathinda road under fly over Rampura phul  PIN code:-151103,,"9463417988, 9876860136",,Done,30.297447,75.293167,Uaa@11Aggarwal Traders18/06/2025,,,Free,Free,2025-06-18 00:00:00,,,689,"66x9
19x5",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
29,North,Aggarwal Traders,PB,Bathinda road under fly over Rampura phul  PIN code:-151103,,"9463417988, 9876860136",,Done,30.274442,75.275115,Uaa@12Aggarwal Traders18/06/2025,,,Free,Free,2025-06-18 00:00:00,,,756,63x12,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
29,North,Aggarwal Traders,PB,Bathinda road under fly over Rampura phul  PIN code:-151103,,"9463417988, 9876860136",,Done,30.250463,75.281542,Uaa@13Aggarwal Traders18/06/2025,,,Free,Free,2025-06-18 00:00:00,,,980,70x14,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
30,North,Daya ram Payre Lal,PB,"Bazar no. 9 Gandhi Chowk, Abohar",,9815740086,,Done,30.140596,74.225235,Uaa@1Daya ram Payre Lal02/06/2025,,,Free,Free,2025-06-02 00:00:00,,,2268,"77x21
31x21",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
30,North,Daya ram Payre Lal,PB,"Bazar no. 9 Gandhi Chowk, Abohar",,9815740086,,Done,30.14183,74.235536,Uaa@2Daya ram Payre Lal02/06/2025,,,Free,Free,2025-06-02 00:00:00,,,1224,68x18,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
30,North,Daya ram Payre Lal,PB,"Bazar no. 9 Gandhi Chowk, Abohar",,9815740086,,Done,30.141724,74.236192,Uaa@3Daya ram Payre Lal02/06/2025,,,Free,Free,2025-06-02 00:00:00,,,270,15x18,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
30,North,Daya ram Payre Lal,PB,"Bazar no. 9 Gandhi Chowk, Abohar",,9815740086,,Done,30.305604,74.092925,Uaa@4Daya ram Payre Lal03/06/2025,,,Free,Free,2025-06-03 00:00:00,,,595,85x7,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
31,North,Jawahar Lal Surinder pal,PB,"Raman mandi near canara bank, PIN code:-151301",,"9417079627, 9417406464",,Done,29.937248,74.944305,Uaa@1Jawahar Lal Surinder pal 17/06/2025,,,Free,Free,2025-06-17 00:00:00,,,2276,"118x16
108x3
16x2 2pcs",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
31,North,Jawahar Lal Surinder pal,PB,"Raman mandi near canara bank, PIN code:-151301",,"9417079627, 9417406464",,Done,29.969272,74.913403,Uaa@2Jawahar Lal Surinder pal 18/06/2025,,,Free,Free,2025-06-18 00:00:00,,,492,41x12,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
31,North,Jawahar Lal Surinder pal,PB,"Raman mandi near canara bank, PIN code:-151301",,"9417079627, 9417406464",,Done,29.947038,74.933303,Uaa@3Jawahar Lal Surinder pal 18/06/2025,,,Free,Free,2025-06-18 00:00:00,,,3011,"137x17
62x11",PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
32,North,Shyam steels Barnala,PB,Shekha Road barnala  Pin Code-148101,,98151-74008,,Pending,,,,,,Free,Free,,,,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
33,North,khera Agencies,PB,"Railway Crossing,Near Flyover Sri Muktsar Sahib",,"9530509546, 9876301633",,Pending,,,,,,Free,Free,,,,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
34,North,Ruldu Ram & Co.,PB,"Dane wala chowk,Dabwali road malout",,7009242562,,Done,30.173258,74.51263,Uaa@01Ruldu Ram & Co.29/05/2025,,,Free,Free,2025-05-29 00:00:00,,,1394,82x17,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
34,North,Ruldu Ram & Co.,PB,"Dane wala chowk,Dabwali road malout",,7009242562,,Done,30.172978,74.512783,Uaa@02Ruldu Ram & Co.29/05/2025,,,Free,Free,2025-05-29 00:00:00,,,1105,65x17,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
34,North,Ruldu Ram & Co.,PB,"Dane wala chowk,Dabwali road malout",,7009242562,,Done,30.173202,74.512635,Uaa@03Ruldu Ram & Co.29/05/2025,,,Free,Free,2025-05-29 00:00:00,,,1394,82x17,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
34,North,Ruldu Ram & Co.,PB,"Dane wala chowk,Dabwali road malout",,7009242562,,Done,30.172005,74.511605,Uaa@04Ruldu Ram & Co. 29/05/2025,,,Free,Free,2025-05-29 00:00:00,,,756,42X18,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
34,North,Ruldu Ram & Co.,PB,"Dane wala chowk,Dabwali road malout",,7009242562,,Done,30.172631,74.512626,Uaa@5Ruldu Ram & Co.31/05/2025,,,Free,Free,2025-05-31 00:00:00,,,1476,82X18,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
34,North,Ruldu Ram & Co.,PB,"Dane wala chowk,Dabwali road malout",,7009242562,,Done,30.172693,74.51248,Uaa@6Ruldu Ram & Co.31/05/2025,,,Free,Free,2025-05-31 00:00:00,,,1314,73X18,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
35,North,Aggarwal Enterprises,PB,Fazilka (Abohar road near city garden),,9653595000,,Pending,,,,,,Free,Free,,,,,,PB & Jammu Wall painting (1) (2).xlsx,PB & Jammu WP
1,North,M/S GAURI MAL RAGHUNANDAN PRASAD AND SONS,UP,Bareilly,Shastri Nagar,8477889437.0,Bareilly,,28.38607',79.418984',Wall No.4(13x14),,21.05.2025,,,,,4000,182,,UP WP (3).xlsx,UP WP v3
2,North,SHAILSHREE METALS,UP,Bareilly,,8477889437.0,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
3,North,M/S K S ENTERPRISES,UP,Bareilly,Rameshwar Dham Colony,8755336189.0,Bareilly,,28.307105',79.409498',"Front(84x18,Side16x17.5)",,24.05.2025,,,,,4000,1792,,UP WP (3).xlsx,UP WP v3
4,North,SK IRON STORE,UP,Bareilly,Baheti Deha Jangir Kargana,9837163664.0,Bareilly,,28.324208',79.387563',Wall ( 35.5x12),,30.05.2025,,,,,4000,426,,UP WP (3).xlsx,UP WP v3
5,North,M/S SINGH TRADERS,UP,Prayagraj,Nani Taluka,77248 60024,Prayagraj,,25.391726',81.870962',Plusmedia Wall No.01(29x13.5)-6x3,,21.05.2025,,,,,4000,373.5,,UP WP (3).xlsx,UP WP v3
6,North,Shyama Construction,UP,VARANASI,,9415302508.0,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
,North,Mishra Building Solutions,UP,Varanasi,,7007599046.0,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
,North,Keshav Steel,UP,Varanasi,Dafi Nh19,9415205156.0,Varanasi,,25.246986',82.976283',Wall (25x34 Gate 20x8x2 Piler 16x11Less 4x4),,25.05.2025,,,,,4000,1330,,UP WP (3).xlsx,UP WP v3
,North,Sujata Associates,UP,VARANASI,Godhana,9792011112.0,Varanasi,,25.252641',83.138196',Wall (47x13.5),,31.05.2025,,,,,4000,634.5,,UP WP (3).xlsx,UP WP v3
7,North,SINGH BROTHERS ENGINEERING,UP,VARANASI,Sarai Dangari Kala,9838808962.0,Varanasi,,25.23044',82.981649',Pm.Wall (36x15),,21.05.2025,,,,,4000,540,,UP WP (3).xlsx,UP WP v3
8,North,Abhishek enterprises,UP,Bhadoi,Gopiganj,9838859705.0,Bhadohi,,25.288843',82.433462',"Pm Wall1(10x9,6x4)",,28.05.2025,,,,,4000,114,,UP WP (3).xlsx,UP WP v3
9,North,SINGHAL IRON AND HOUSING SOLUTIONS,UP,MORADABAD,Mangupura,9899000278.0,New Moradabad,,28.827678',78.703187',Pm Wall No.1(58x14.5),,22.05.2025,,,,,4000,841,,UP WP (3).xlsx,UP WP v3
10,North,Gopal iron store,UP,MORADABAD,,9837032980.0,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
11,North,Pooja Hardware & Steel Corporation,UP,NAJIBABBAD,,9917000016.0,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
12,North,J.P Steel & Sons,UP,Meeerut,,9837020508.0,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
13,North,MAMVEER TRADERS,UP,Meerut,Anand Vihar Colony,9927010251.0,Meerut,,28.977963',77.641623',Wall 10(51x16),,27.05.2025,,,,,4000,816,,UP WP (3).xlsx,UP WP v3
,North,Mittal Traderes,UP,Meerut,Ekta Nagar Nr. Green City,7017141780.0,Meerut,,29.034535',77.713516',Wall18 (60x9),,31.05.2025,,,,,4000,540,,UP WP (3).xlsx,UP WP v3
14,North,NANDNI TRADERS,UP,Gangoh,Bypass Road,9412532265.0,Gangoh,,29.781238',77.271342',Wall 20(30x8),,03.06.2025,,,,,4000,240,,UP WP (3).xlsx,UP WP v3
15,North,AMAR CEMENT  STORE,UP,SAHARANPUR,,9758026530.0,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
16,North,Steel centre,UP,Ghazipur,Bansibazar,9415862470.0,Ghazipur,,25.577771',83.55254',Satar ( 22x10),,24.05.2025,,,,,4000,220,,UP WP (3).xlsx,UP WP v3
17,North,Keshari bhandar,UP,mirzapur,,9580127502.0,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
18,North,Ramesh Enterprises,UP,PYRAGRAJ,Vishnapuri Colony,8303001995.0,Prayagraj,,25.453113',81.751276,Wall 12 ( 70x16),,24.05.2025,,,,,4000,1120,,UP WP (3).xlsx,UP WP v3
19,North,M/S ADARSH AGARHARI TRADERS,UP,MAHRAJGANJ,,9794110105.0,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
20,North,MAHAVIR TRADERS,UP,GORAKHPUR,,,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
21,North,JAISWAL TRADERS,UP,BALLIA,Rasra,9435647897.0,Ballia,,25.860843',83.849094',"Pm Shop (12x8,.12x10.5,12x5.5,11x4)",,21.05.2025,,,,,4000,332,,UP WP (3).xlsx,UP WP v3
22,North,RKV ENTERPRISES,UP,DEORIA,,9580050007.0,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
23,North,AYAN BUIDING MATERIAL AND SUPPLIER,UP,KUSHINAGAR,,9565417444.0,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
24,North,BAJRANG TRADERS,UP,MAHRAJGANJ,,,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
25,North,SAMIKSHA ND SIDHI ENTERPRISES,UP,MAHRAJGANJ,Paniyara Road,9451213660.0,Maharajganj,,26.971735',83.590413',Wall (95x21),,05.06.2025,,,,,4000,1995,,UP WP (3).xlsx,UP WP v3
26,North,TANUSH IRON STORE,UP,AZAMGARH,,,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
27,North,RIKHAI LAL BINDESWARI PRASAD,UP,AZAMGARH,,,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
28,North,SUKLA JI TRADERS,UP,AZAMGARH,,7007483433.0,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
29,North,KAUSODHAN TRADERS,UP,MAHRAJGANJ,,,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
30,North,SHREE AMBAY TRADERS,UP,DEORIA,,9415827792.0,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
31,North,MAA DURGA TRADERS,UP,MAHRAJGANJ,,,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
32,North,GARG AND ASSOCIATE,UP,GORAKHPUR,Deoria Rd Khorabar,,Gorakhpur,,26.720967',83.43764',Wall (50x14.5),,28.05.2025,,,,,4000,725,,UP WP (3).xlsx,UP WP v3
33,North,M/S VAISHNAVI TRADING CORPORATION,UP,Lucknow,,9415755978.0,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
34,North,M/S PANDEY TRADING COMPANY,UP,Gonda,,9140988843.0,,,,,,,,,,,,4000,,,UP WP (3).xlsx,UP WP v3
1,North,M/S GAURI MAL RAGHUNANDAN PRASAD AND SONS,UP,Bareilly,Shastri Nagar,8477889437.0,Bareilly,,28.38607',79.418984',Wall No.4(13x14),,21.05.2025,,,,,4000,182,,UP WP (4).xlsx,UP WP v4
2,North,SHAILSHREE METALS,UP,Bareilly,Prasakhera,8477889437.0,Bareilly,,28.432261',79.349196,Wall (106x7),,12.06.2025,,,,,4000,742,,UP WP (4).xlsx,UP WP v4
3,North,M/S K S ENTERPRISES,UP,Bareilly,Rameshwar Dham Colony,8755336189.0,Bareilly,,28.307105',79.409498',"Front(84x18,Side16x17.5)",,24.05.2025,,,,,4000,1792,,UP WP (4).xlsx,UP WP v4
4,North,SK IRON STORE,UP,Bareilly,Baheti Deha Jangir Kargana,9837163664.0,Bareilly,,28.324208',79.387563',Wall ( 35.5x12),,30.05.2025,,,,,4000,426,,UP WP (4).xlsx,UP WP v4
5,North,M/S SINGH TRADERS,UP,Prayagraj,Nani Taluka,77248 60024,Prayagraj,,25.391726',81.870962',Plusmedia Wall No.01(29x13.5)-6x3,,21.05.2025,,,,,4000,373.5,,UP WP (4).xlsx,UP WP v4
6,North,Shyama Construction,UP,VARANASI,,9415302508.0,,,,,,,,,,,,4000,,,UP WP (4).xlsx,UP WP v4
,North,Mishra Building Solutions,UP,Varanasi,Varanasi,7007599046.0,Varanasi,,25.386445',82.990676',Satar Gate Piler (70x12),,12.06.2025,,,,,4000,840,,UP WP (4).xlsx,UP WP v4
,,Tapesara Traders,UP,Varanasi,Goithaha,,Varanasi,,25.385353',83.002445',Satar (25x9),,12.06.2025,,,,,,225,,UP WP (4).xlsx,UP WP v4
,North,Keshav Steel,UP,Varanasi,Dafi Nh19,9415205156.0,Varanasi,,25.246986',82.976283',Wall (25x34 Gate 20x8x2 Piler 16x11Less 4x4),,25.05.2025,,,,,4000,1330,,UP WP (4).xlsx,UP WP v4
,North,Sujata Associates,UP,VARANASI,Godhana,9792011112.0,Varanasi,,25.252641',83.138196',Wall (47x13.5),,31.05.2025,,,,,4000,634.5,,UP WP (4).xlsx,UP WP v4
7,North,SINGH BROTHERS ENGINEERING,UP,VARANASI,Sarai Dangari Kala,9838808962.0,Varanasi,,25.23044',82.981649',Pm.Wall (36x15),,21.05.2025,,,,,4000,540,,UP WP (4).xlsx,UP WP v4
8,North,Abhishek enterprises,UP,Bhadoi,Gopiganj,9838859705.0,Bhadohi,,25.288843',82.433462',"Pm Wall1(10x9,6x4)",,28.05.2025,,,,,4000,114,,UP WP (4).xlsx,UP WP v4
9,North,SINGHAL IRON AND HOUSING SOLUTIONS,UP,MORADABAD,Mangupura,9899000278.0,New Moradabad,,28.827678',78.703187',Pm Wall No.1(58x14.5),,22.05.2025,,,,,4000,841,,UP WP (4).xlsx,UP WP v4
10,North,Gopal iron store,UP,MORADABAD,,9837032980.0,,,,,,,,,,,,4000,,,UP WP (4).xlsx,UP WP v4
11,North,Pooja Hardware & Steel Corporation,UP,NAJIBABBAD,Puri National Highway Ghisatpuri,9917000016.0,Najibababad Meerut,,29.618664',78.360698',Wall 39(43x16.5),,17.06.2025,,,,,4000,709.5,,UP WP (4).xlsx,UP WP v4
12,North,J.P Steel & Sons,UP,Meeerut,,9837020508.0,,,,,,,,,,,,4000,,,UP WP (4).xlsx,UP WP v4
13,North,MAMVEER TRADERS,UP,Meerut,Anand Vihar Colony,9927010251.0,Meerut,,28.977963',77.641623',Wall 10(51x16),,27.05.2025,,,,,4000,816,,UP WP (4).xlsx,UP WP v4
,North,Mittal Traderes,UP,Meerut,Ekta Nagar Nr. Green City,7017141780.0,Meerut,,29.034535',77.713516',Wall18 (60x9),,31.05.2025,,,,,4000,540,,UP WP (4).xlsx,UP WP v4
14,North,NANDNI TRADERS,UP,Gangoh,Bypass Road,9412532265.0,Gangoh,,29.781238',77.271342',Wall 20(30x8),,03.06.2025,,,,,4000,240,,UP WP (4).xlsx,UP WP v4
15,North,AMAR CEMENT  STORE,UP,SAHARANPUR,Titri Dehat,9758026530.0,Saharanpur,,29.679688',77.311022',Wall (63.5x14),,10.06.2025,,,,,4000,889,,UP WP (4).xlsx,UP WP v4
16,North,Steel centre,UP,Ghazipur,Bansibazar,9415862470.0,Ghazipur,,25.577771',83.55254',Satar ( 22x10),,24.05.2025,,,,,4000,220,,UP WP (4).xlsx,UP WP v4
17,North,Keshari bhandar,UP,mirzapur,Mirzapur,9580127502.0,Mirzapur,,25.115277',83.034559',Wall ( 28x13),,04.06.2025,,,,,4000,364,,UP WP (4).xlsx,UP WP v4
18,North,Ramesh Enterprises,UP,PYRAGRAJ,Vishnapuri Colony,8303001995.0,Prayagraj,,25.453113',81.751276,Wall 12 ( 70x16),,24.05.2025,,,,,4000,1120,,UP WP (4).xlsx,UP WP v4
19,North,M/S ADARSH AGARHARI TRADERS,UP,MAHRAJGANJ,Senduriya,9794110105.0,Maharajganj,,27.198624',83.646177',Satar (50x11),,07.06.2025,,,,,4000,550,,UP WP (4).xlsx,UP WP v4
20,North,MAHAVIR TRADERS,UP,GORAKHPUR,Mannipur Gola,,Gorakhpur,,26.339922',83.364647',Satar (30x11),,02.06.2025,,,,,4000,330,,UP WP (4).xlsx,UP WP v4
21,North,JAISWAL TRADERS,UP,BALLIA,Rasra,9435647897.0,Ballia,,25.860843',83.849094',"Pm Shop (12x8,.12x10.5,12x5.5,11x4)",,21.05.2025,,,,,4000,332,,UP WP (4).xlsx,UP WP v4
22,North,RKV ENTERPRISES,UP,DEORIA,Lar,9580050007.0,Deoria,,26.207244',83.975437',"Satar (30x10,6x3x2)",,13.06.2025,,,,,4000,336,,UP WP (4).xlsx,UP WP v4
23,North,AYAN BUIDING MATERIAL AND SUPPLIER,UP,KUSHINAGAR,Naika Chhapra,9565417444.0,Kushinagar,,26.759085',83.910688',Satar 1(15x10.5),,15.06.2025,,,,,4000,157.5,,UP WP (4).xlsx,UP WP v4
24,North,BAJRANG TRADERS,UP,MAHRAJGANJ,Doma Bridge,,Maharajganj,,27.304295',83.790387',Satar (75x12),,15.06.2025,,,,,4000,900,,UP WP (4).xlsx,UP WP v4
25,North,SAMIKSHA ND SIDHI ENTERPRISES,UP,MAHRAJGANJ,Paniyara Road,9451213660.0,Maharajganj,,26.971735',83.590413',Wall (95x21),,05.06.2025,,,,,4000,1995,,UP WP (4).xlsx,UP WP v4
26,North,TANUSH IRON STORE,UP,AZAMGARH,,,,,,,,,,,,,,4000,,,UP WP (4).xlsx,UP WP v4
27,North,RIKHAI LAL BINDESWARI PRASAD,UP,AZAMGARH,Jafarpur,,Azamgarh,,26.04047',83.149987',Wall 10(38x14),,09.06.2025,,,,,4000,532,,UP WP (4).xlsx,UP WP v4
28,North,SUKLA JI TRADERS,UP,AZAMGARH,Gandhi Nagar Colony,7007483433.0,Azamgarh,,26.088602',83.187935',"Wall1 (35x10,11x4)",,07.06.2025,,,,,4000,394,,UP WP (4).xlsx,UP WP v4
29,North,KAUSODHAN TRADERS,UP,MAHRAJGANJ,Badihari,,Maharajganj,,27.288164',83.339624',Wall (70x20),,19.06.2025,,,,,4000,1400,,UP WP (4).xlsx,UP WP v4
30,North,SHREE AMBAY TRADERS,UP,DEORIA,Ramgulam Tola,9415827792.0,Deoria,,26.511128',83.78782',Satar (90x10),,15.06.2025,,,,,4000,900,,UP WP (4).xlsx,UP WP v4
31,North,MAA DURGA TRADERS,UP,MAHRAJGANJ,Kohawal,,Maharajganj,,27.314491',83.68421',"Satar Front Piler (95x12,32x7)",,12.06.2025,,,,,4000,1364,,UP WP (4).xlsx,UP WP v4
32,North,GARG AND ASSOCIATE,UP,GORAKHPUR,Deoria Rd Khorabar,,Gorakhpur,,26.720967',83.43764',Wall (50x14.5),,28.05.2025,,,,,4000,725,,UP WP (4).xlsx,UP WP v4
,North,Ma Durga Construction,UP,Lucknow,Gomti nagar,,Lucknow,,,,Wall (10x9),,24.06.2025,,,,,,90,,UP WP (4).xlsx,UP WP v4
,North,India Steel Salse,UP,Lucknow,Krishna Nagar Alambagh,,Lucknow,,,,Wall (60x7.5),,23.06.2025,,,,,,450,,UP WP (4).xlsx,UP WP v4
33,North,M/S VAISHNAVI TRADING CORPORATION,UP,Lucknow,,9415755978.0,,,,,,,,,,,,4000,,,UP WP (4).xlsx,UP WP v4
34,North,M/S PANDEY TRADING COMPANY,UP,Gonda,,9140988843.0,,,,,,,,,,,,4000,,,UP WP (4).xlsx,UP WP v4
1,NW,Kamya Steel,SE,Sonipat,"Siddharth Enclave Sector 2, 
Sonipat – Haryana",,,OK,28.976554,77.051352,BRANDHUT- 01/01,,,,,19-05-2025,,,200,,WP - 100625 (4).xlsx,WP Jun25 - HR
2,NW,Shri Shyam Steel,SE,Sonipat,"Near Rathan Dhaba , Pacca Bagh,
 Kharkhoda, Sonipat – Haryana",,,OK,28.870876,76.922017,BRANDHUT- 02/08,Shutter,,,,21-05-2025,,,434,,WP - 100625 (4).xlsx,WP Jun25 - HR
3,NW,"Gupta Trading 
Company",SE,Rohtak,"Sampla – Jhajjar Rd, Rohtak – Haryana",,,OK,,,BRANDHUT- 03/13,,,,,23-05-2025,,,690,,WP - 100625 (4).xlsx,WP Jun25 - HR
4,NW,Shri Balaji Iron Store,SE,Jhajjar,"Silani Gate, Jhajjar – Haryana",,,OK,,,BRANDHUT- 04/18,,,,,24-05-2025,,,672,,WP - 100625 (4).xlsx,WP Jun25 - HR
5,NW,"Riya Trading 
Comapny",SE,Gurugram,"Sector 6 Pataudi, Gurugram – Haryana",,,OK,,,BRANDHUT- 01/01,,,,,19-05-2025,,,800,,WP - 100625 (4).xlsx,WP Jun25 - HR
6,NW,Rahul Steel,SE,Gurugram,"Basai Rd Vikas Nagar Sector 10, 
Gurugram – Haryana",,,OK,,,BRANDHUT- 02/06,,,,,20-05-2025,,,936,,WP - 100625 (4).xlsx,WP Jun25 - HR
7,NW,"Shivay Building
 Material Supplier",SE,Gurugram,"Samaspur Sector 51, Gurugram – Haryana",,,OK,,,BRANDHUT- 03/11,,,,,21-05-2025,,,315,,WP - 100625 (4).xlsx,WP Jun25 - HR
8,NW,Shree Shyam Steel,SE,Gurugram,"Hamilton Ct Rd, DLF Phase 4, Gurugram – Haryana",,,OK,,,BRANDHUT- 04/13,,,,,22-05-2025,,,1105,,WP - 100625 (4).xlsx,WP Jun25 - HR
9,NW,Ahuja Enterprises,SE,Gurugram,"Baluda Road Sohana, Gurugram – Haryana",,,OK,,,BRANDHUT- 05/15,,,,,22-05-2025,,,640,,WP - 100625 (4).xlsx,WP Jun25 - HR
10,NW,"Amba Trading 
Comapny",SE,Gurugram,"Block G Sushant Lok, Gurugram – Haryana",,,OK,,,BRANDHUT- 06/23,,,,,25-05-2025,,,535.5,,WP - 100625 (4).xlsx,WP Jun25 - HR
11,NW,Chopra Enterprises,SE,Gurugram,"Near rajeev Chowk, Dhumaspur,
 Gurugram – Haryana",,,OK,,,BRANDHUT- 07/28,,,,,26-05-2025,,,380,,WP - 100625 (4).xlsx,WP Jun25 - HR
12,NW,Kanha Ji Traders,SE,Dadri,"Sector 8 Gamari Rd Bichla Bass, 
Chakhri Dadri – Haryana",,,OK,28.586941,76.267988,BRANDHUT- 08/34,,,,,28-05-2025,,,1575,,WP - 100625 (4).xlsx,WP Jun25 - HR
13,NW,Chaudhary Cement Store,SW,Bhiwani,"Kitlana, Bhiwani – Haryana",,,OK,28.67587,76.174818,BRANDHUT- 09/37,,,,,29-05-2025,,,1501.5,,WP - 100625 (4).xlsx,WP Jun25 - HR
14,NW,Surajbhan Niraniya Sales Corporation,SW,Bhiwani,"Shakti Nagar, Bhiwani – Haryana",,,OK,28.756312,76.1477314,BRANDHUT- 10/43,,,,,31-05-2025,,,1207,,WP - 100625 (4).xlsx,WP Jun25 - HR
15,NW,Aggarwal Traders,West,Hisar,"Jagdish Colony Hansi, Hisar – Haryana",,,OK,29.104269,75.977974,BRANDHUT- 11/47,,,,,02-06-2025,,,1785,,WP - 100625 (4).xlsx,WP Jun25 - HR
16,NW,Shree Shyam Steel,West,Sirsa,"Ding Mod, Sirsa – Haryana",,,OK,29.524386,75.276518,BRANDHUT- 12/49,,,,,03-06-2025,,,936,,WP - 100625 (4).xlsx,WP Jun25 - HR
17,North,Mangala Steel,SE,Palwal,"Gandhi Ashram Colony, Palwal",,,OK,28.150151,77.330228,BRANDHUT- 01/01,,,,,02-06-2025,,,588,,WP - 100625 (4).xlsx,WP Jun25 - HR
18,North,Gaurav Steels,SE,Faridabad,"Nangla Gurjan Sohana Rd, Faridabad – Haryana",,,OK,28.358208,77.268614,BRANDHUT- 02/04,Shutter,,,,04-06-2025,,,320,,WP - 100625 (4).xlsx,WP Jun25 - HR
19,North,Sharma Steel & Pipes,SE,Rewari,"Dharuhera Sohana Rd, Sector 4a, Rewari",,,OK,28.207025,76.798197,BRANDHUT- 03/08,,,,,04-06-2025,,,450,,WP - 100625 (4).xlsx,WP Jun25 - HR
20,North,Goel Trading Comapny,West,Rohtak,"New Gain Market, Rohtak Haryana",,,OK,,,BRANDHUT- 04/23,,,,,2025-05-25 00:00:00,,,304,,WP - 100625 (4).xlsx,WP Jun25 - HR
